delivery_id,order_id,delivery_status,distance,delivery_time,estimated_time,delivery_fee,vehicle_type
9da80452-0caf-4525-903d-0ffbae8447a9,6661716c-c775-401a-bada-943b6ee80c21,Delivered,11.85,39,36,9.84,Scooter
e2c2848e-cf2b-402c-9d28-01c45b745440,d9418e57-5384-4687-92dc-522ec22ea2f5,Delivered,1.7,115,119,6.82,Scooter
2ec569d8-708b-4f27-a79b-3e2003992c79,1f11c1bf-5691-419f-b3c3-be2c69bed9a1,Delivered,2.35,43,48,6.93,Car
24f8ee65-7994-4743-b1db-4c1ba29840f6,bcb33e5f-67b3-4f85-b469-432c7d0adf5f,Delivered,13.32,18,8,9.75,Bike
83b3282b-fb17-4220-821f-dd516c20ebd4,f2c040e9-6c36-4eed-a013-762003afff14,On the way,18.56,112,116,6.8,Bike
4e6a8cc6-254d-4871-92fb-42f064b90dcc,41c90881-d4e6-4d90-878c-4f9639c042db,Delivered,8.32,42,37,5.38,Scooter
a339a1da-9f50-44dd-ad3c-51ba0651eee0,3689b6e1-8fb9-4e50-b68b-51e603bf8d12,On the way,18.45,113,117,5.91,Scooter
d4306833-4b9d-4fe9-97a4-9514cfe0e6cd,5a84c38d-ccbc-4029-a474-149e99722b43,On the way,10.16,21,15,4.19,Bike
a8bdb51f-842a-4ac9-9997-d62e16f12a38,00794ca8-29cb-4699-9bdb-9739c329c8e7,On the way,11.89,118,114,5.42,Scooter
bf2d73e4-0431-4a48-85ad-243d8671bd61,9ee831f7-bf84-4c31-b85f-d24ef4edd895,Delivered,14.34,68,67,2.21,Bike
4e8263df-2778-4764-a507-cfd4544639d1,a1ff5a0a-375e-4a70-8219-bf93da276eb5,On the way,8.98,71,71,2.46,Scooter
00e0d0ba-c635-4436-a0ed-2142a91f46ea,6661716c-c775-401a-bada-943b6ee80c21,On the way,17.6,67,72,5.28,Car
bebee3f6-1d91-40ca-8dab-946994aba2e0,6661716c-c775-401a-bada-943b6ee80c21,Delivered,18.34,56,63,4.49,Bike
5eae58e7-096a-4264-a48d-98be7022ad9c,ac9dd704-af47-4338-b01f-bc7fd6e4eb85,On the way,2.43,79,71,2.48,Scooter
7722fad9-a7d2-4458-a2c6-0b6de27a8a80,1ed400af-da24-44c5-8ca4-7dd7b1bd012c,Delivered,6.54,26,24,4.47,Car
